Country,Event Id,Date,Date Entered/Updated,Launch Time (UTC),Missile Name,Missile Type,Launch Agency/Authority,Facility Name,Facility Location,Other Name,Facility Latitude,Facility Longitude,Landing Location,Apogee,Distance Travelled,Confirmation Status,Test Outcome,Additional Information,Source(s),
Iran,74,20-May-09,20-Feb-17,,Simorgh,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,800,,Confirmed,Success,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,75,27-Sep-09,20-Feb-17,,Shahab-2,SRBM,,Damghan,,,36.166667,54.333333,Unknown,200,,Unconfirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,76,27-Sep-09,20-Feb-17,,Shahab-1,SRBM,,Damghan,,,36.166667,54.333333,Unknown,100,,Unconfirmed,Unknown,"This set of missile tests was a part of the ""Grand Prophet"" war games conducted by Iran. A number of tests were conducted over a short period. Verifying exactly which missiles were which and when the tests were conducted is difficult.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,77,28-Sep-09,20-Feb-17,,Ghadr-1,MRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Success,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,78,28-Sep-09,20-Feb-17,,Sejjil,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Success,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,79,16-Dec-09,20-Feb-17,,Simorgh,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Success,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,80,03-Feb-10,20-Feb-17,,Kavoshgar,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Success,Also referred to as Kavoshgar-3.,http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,81,20-Aug-10,20-Feb-17,,Qiam-1,SRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Success,This missile is supposed to be a smaller version of the Shahab-3. It is believed to have reduced range but also be more difficult to track and intercept.,http://www.telegraph.co.uk/news/worldnews/middleeast/iran/7955996/Iran-broadcasts-missile-launch-on-state-television.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,82,01-Oct-10,20-Feb-17,,Sejjil,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,800,,Confirmed,Unknown,"Iran has not confirmed this test. Usually they do, except when something goes wrong. It is unclear if something did with this test. Behavior suggests something did.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,83,01-Feb-11,20-Feb-17,,Shahab-3,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,150,,Confirmed,Success,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,84,01-Feb-11,20-Feb-17,,Sejjil,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,800,,Confirmed,Success,The exact date is unknown,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,85,15-Mar-11,20-Feb-17,,Kavoshgar,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Success,"This is also referred to as a Kavoshgar-4 test. The location is not certain, however, because it was conducted by the ISA, it almost certainly happened at the Khomeini Space Center.",http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,86,15-Jun-11,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Orbit,299,,Confirmed,Success,"The second launch of an Iranian satellite. The satellite had a mass of 15.3 kg and had a camera capable of a 150 meter resolution. The satellite re-entered the atmosphere on July 6, 2011. Another source lists this missile as a Safir-2B. It's unclear exactly if that's the case.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016;http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,87,28-Jun-11,20-Feb-17,,Ghadr-1,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Success,This test location is unknown as of now.,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,88,28-Jun-11,20-Feb-17,,Shahab-2,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,89,28-Jun-11,20-Feb-17,,Shahab-1,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Unknown,"This was a part of the ""Great Prophet VI"" war games. As with previous tests carried out in military exercises, it is difficult to determine exactly which missiles were launched when.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,90,28-Jun-11,20-Feb-17,,Shahab-1,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,91,28-Jun-11,20-Feb-17,,Shahab-2,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,92,28-Jun-11,20-Feb-17,,Shahab-2,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,93,23-Aug-11,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Failure,"This is also referred to as a Kavoshgar-5 test. The location is not certain, however, because it was conducted by the ISA, it almost certainly happened at the Khomeini Space Center.",http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,94,03-Feb-12,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Orbit,165,,Confirmed,Success,"The third successful launch of an Iranian domestically made satellite. The payload was an earth observation satellite made by students and staff of the Iranian University of Science and Technology. The satellite itself weighed a reported 50 kg and remained in orbit for about 2 months. It re-entered the atmosphere on April 1, 2012. This rocket is also referrenced as a Safir-2B.",http://www.astronautix.com/i/iran.html; http://www.csmonitor.com/Science/2012/0203/Reports-Iran-successfully-launches-small-Earth-watching-satellite; http://www.spaceflightnow.com/news/n1202/03iran/; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,
Iran,95,23-May-12,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Unconfirmed,Failure,There's a lot of mystery surrounding this test. It appears it was definitely a failure but figuring out when and how many times this happened is difficult.,http://www.astronautix.com/i/iran.html,
Iran,96,03-Jul-12,20-Feb-17,,Shahab-3,MRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Unconfirmed,Unknown,"As part of the ""Great Prophet VII"" war games, Iran tests several missiles. As with previous war game related tests, take the specifics with a grain of salt.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,97,03-Jul-12,20-Feb-17,,Shahab-2,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,100,,Unconfirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,98,03-Jul-12,20-Feb-17,,Shahab-1,SRBM,,Semnan Launch Site,,,35.2347,53.921,Unknown,100,,Unconfirmed,Unknown,,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,99,01-Aug-12,20-Feb-17,,Fateh-110-D1,SRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Unknown,"According to Iran, the 4th generation of the Fateh-110 is capable of delivering a 500 kg warhead 300 km. If this is true, then this meets the threshold required for this database. Earlier versions of this missile do not meet this threshold. It is believed this August 2012 test was the first test of a this extended range Fateh-110 as such, earlier tests of the Fateh-110 are not listed.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,100,22-Sep-12,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Unconfirmed,Failure,"This and the May 23, 2012 Safir launch may be one in the same. I'm not sure. Either way, nothing launched by Iran made it into space on this day.",http://www.astronautix.com/i/iran.html,
Iran,101,23-Oct-12,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Unconfirmed,Failure,"The Unha-3 is a North Korean missile. This test is also very very very unconfirmed. Reportedly the rocket exploded on the launch pad causing extensive amounts of damage. It is also possible this test actually took place on February 2, 2013. I don't know but I will figure it out. Like many closed authoritarian societies and middle school boys, Iran hides their failures and exaggerates their successes. This makes a nuanced evaluation difficult. What we do know is that after this explosion we do not see any launch activity by Iran for almost a year.",http://www.astronautix.com/i/iran.html,
Iran,102,14-Dec-13,20-Feb-17,,Kavoshgar,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,120,,Confirmed,Success,This payload contained a monkey within it. It was Iran's 4th monkey in space and the second to return home. Or maybe not. The monkey which appeared in Iranian videos after the launch was clearly different from the monkey shown in videos prior to the launch. Hmmm.,http://www.astronautix.com/i/iran.html; http://www.bbc.com/news/world-middle-east-25378313,
Iran,103,02-Feb-15,20-Feb-17,,Safir,SLV,,Semnan Launch Site,,,35.2347,53.921,Orbit,469,,Confirmed,Success,"This was Iran's 4th successful domestic satellite launch. There is evidence reported in Jane's intelligence review that Iran attempted 2 launches in 2012 which failed disasterously. We are pretty sure there was at least one but details are difficult to find. This satellite itself had a mass of 52 kg and was designed for an 18 month long mission. Supposedly this satellite was also equipped with thrusters allowing it to execute manuevers while in orbit, however, no such manuevers were detected. Furthermore, the satellite's orbit decayed quickly and re-entered the atmosphere on February 26, 2012, less than a month after it had launched.",http://www.astronautix.com/i/iran.html; http://www.n2yo.com/satellite/?s=40387; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016: http://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2015_401.pdf;,
Iran,104,25-Feb-15,27-Apr-17,,Fateh-110-D1,SRBM,,Hormuz War Games Site,,,26.858234,56.362885,Straight of Hormuz,,290,Confirmed,Success,The exact distance travelled is unclear due to multiple reports. The launch location is also unclear. The test took place during the Great Prophet IX military exercises which centered around this location. The missile was being tested in an anti-ship capacity and was fired at a mock-up of a US navy aircraft carrier.,http://thediplomat.com/2015/02/in-a2ad-showcase-iranian-navy-sinks-nimitz-carrier-mock-up/; http://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2015_401.pdf; https://www.nytimes.com/2015/02/26/world/middleeast/in-mock-attack-iranian-navy-blasts-away-at-replica-us-aircraft-carrier.html?_r=0;,
Iran,105,11-Oct-15,27-Apr-17,,Emad,IRBM,,Unknown,,,Unknown,Unknown,Unknown,200,,Confirmed,Success,"This test greatly increased the political tension between the US and Iran. The test was conducted after the JCPOA started becoming controversial. Many felt that the test was a violation of the JCPOA, however, many others did not feel it was. Anyways, let's talk about the missile, the Emad is apparently capable of delivering a 750 kg payload about 1700 km. Quite impressive really. The missile is apparently a variant of the Shahab-3, which itself is a varient (or copy possibly) of the Nodong.",http://www.astronautix.com/i/iran.html; http://www.reuters.com/article/us-iran-military-missiles-idUSKCN0S505L20151011; http://edition.cnn.com/2015/10/11/middleeast/iran-ballistic-missile-test/; http://www.irna.ir/fa/News/81793868/,
Iran,106,21-Nov-15,20-Feb-17,,Ghadr-1,MRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Success,,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www.telegraph.co.uk/news/worldnews/middleeast/iran/12042112/Iran-sends-defiant-signal-to-the-West-with-missile-test.html;,
Iran,107,08-Mar-16,20-Feb-17,,Shahab-1,SRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Unknown,,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,108,08-Mar-16,20-Feb-17,,Shahab-2,SRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Unknown,,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,
Iran,109,09-Mar-16,20-Feb-17,,Ghadr-1,MRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Unknown,,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www.latimes.com/world/la-fg-iran-missiles-20160309-story.html; https://www.armscontrol.org/ACT/2016_04/News/Irans-Missile-Tests-Raise-Concerns,
Iran,110,09-Mar-16,20-Feb-17,,Ghadr-1,MRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Unknown,,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www.latimes.com/world/la-fg-iran-missiles-20160309-story.html; https://www.armscontrol.org/ACT/2016_04/News/Irans-Missile-Tests-Raise-Concerns,
Iran,111,19-Apr-16,20-Feb-17,,Safir-2,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Failure,"The Safir-2 is also known as the ""Simorgh"". The official results of this test have not been released. It is also unclear if it actually was a success. It could have been a failure to deliver a payload into orbit due to some critical malfunction, or the test meant to be a sub-orbital flight. We're not sure. However, we can find no evidence to suggest that the missile exploded when it wasn't supposed to so this is listed as a success. It appears as though the rocket worked, however, the trajectory was such that it failed to place a satellite into orbit.",http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://defense-update.com/20160424_simorgh.html,
Iran,112,25-Apr-16,20-Apr-17,,Unknown,Unknown,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Failure,"This test was also reported as a Musudan, the missile failed shortly after take off (which is consistent with North Korea's experience with the Musudan), however there remain no images of this system within Iran and no evidence to suggest this was a Musudan.",http://www.popularmechanics.com/military/weapons/a24986/iran-missile-north-korea/?platform=hootsuite; http://www.foxnews.com/world/2016/07/15/exclusive-iran-conducts-4th-missile-test-since-signing-nuke-deal.html;,
Iran,113,11-Jul-16,20-Feb-17,,Unknown,Unknown,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Failure,,http://www.timesofisrael.com/iran-conducts-4th-missile-test-since-signing-nuke-deal/,
Iran,114,25-Sep-16,23-Jun-17,,Zulfiqar,SRBM,,Unknown,,,Unknown,Unknown,,,700,Confirmed,Success,,http://defapress.ir/fa/news/105445/%D9%88%DB%8C%DA%98%DA%AF%DB%8C%E2%80%8C%D9%87%D8%A7%DB%8C-%D9%85%D9%88%D8%B4%DA%A9-%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%82%D8%A7%D8%B1-%D8%AA%D8%B5%D8%A7%D9%88%DB%8C%D8%B1,
Iran,115,30-Jan-17,25-Jul-17,,Unknown,Unknown,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Failure,"Reports indicate that this was a test of a re-entry vehicle as much as it was a test of a new rocket design varient. Reports indicate that the missile was a varient of the Sejil. Other reports however report that the missile was actually a varient of North Korea's Musudan missile. This would not be entirely surprising given that North Korea and Iran have cooperated before on missile technology and developement in the past. Either way, the missile exploded after traveling 965 km (600 miles).",https://www.nytimes.com/2017/01/30/world/middleeast/iran-missile-test.html?_r=0; http://www.cnn.com/2017/01/30/middleeast/iran-missile-test/; https://johnib.wordpress.com/tag/khorramshahr-medium-range-ballistic-missile/; http://www.jpost.com/Middle-East/Iran-News/Report-Iran-launches-ballistic-missile-test-in-violation-of-UN-resolution-480043; http://www.foxnews.com/world/2017/01/30/iran-conducts-ballistic-missile-test-us-officials-say.html,
Iran,116,04-Mar-17,10-Mar-17,,Hormuz-2,SRBM,,Bandar-e-Jask Military Base,,,25.651306,57.794278,Straight of Hormuz,0,0,Confirmed,Failure,,http://www.janes.com/article/68625/iran-successfully-tests-radar-guided-anti-ship-ballistic-missile; http://www.ibtimes.com/iran-preparing-war-hormuz-2-ballistic-missile-successfully-test-fired-2505932;,
Iran,117,05-Mar-17,10-Mar-17,,Hormuz-2,SRBM,,Bandar-e-Jask Military Base,,,25.651306,57.794278,Straight of Hormuz,0,0,Confirmed,Success,,http://www.janes.com/article/68625/iran-successfully-tests-radar-guided-anti-ship-ballistic-missile; http://www.ibtimes.com/iran-preparing-war-hormuz-2-ballistic-missile-successfully-test-fired-2505932;,
Iran,118,18-Jun-17,23-Jun-17,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,ISIS base in Northern Syria,,700,Confirmed,Success,"Reports and statements from Iran indicate the launches were of a mix of  Zulfiqar and Qiam missiles. It is unclear however exactly what the mix of missiles was, launch could have consisted of a different mixture of missiles than written here. Several of the missiles appear to have missed their targets. It is not clear if this was because the missiles missed or failed in flight. Initial reports suggested there may have been as many as eight missiles, following additional information this launch series was reduced to six in the database.",https://www.theguardian.com/world/2017/jun/18/iran-targets-terrorists-in-missile-strike-on-isis-held-syrian-town; http://www.timesofisrael.com/israeli-sources-iran-missile-strike-a-flop-with-most-missing-target/; http://www.slate.com/blogs/the_slatest/2017/06/18/iran_launches_missile_strikes_targeting_isis_in_syria_escalating_role_in.html; http://www.cnn.com/2017/06/18/middleeast/iran-launches-missiles-into-syria/index.html;,
Iran,119,18-Jun-17,25-Jul-17,,Qiam-1,MRBM,,Kermanshah Air Base,,,34.3458,47.1582,ISIS base in Northern Syria,,,Confirmed,Success,"Initially recorded as a ""Shahab-3"" from initial reports, later reports indicate this was likely a Qiam-1.",https://www.theguardian.com/world/2017/jun/18/iran-targets-terrorists-in-missile-strike-on-isis-held-syrian-town; http://www.timesofisrael.com/israeli-sources-iran-missile-strike-a-flop-with-most-missing-target/; http://www.slate.com/blogs/the_slatest/2017/06/18/iran_launches_missile_strikes_targeting_isis_in_syria_escalating_role_in.html; http://www.cnn.com/2017/06/18/middleeast/iran-launches-missiles-into-syria/index.html;,
Iran,120,18-Jun-17,23-Jun-17,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,ISIS base in Northern Syria,,700,Confirmed,Success,,https://www.theguardian.com/world/2017/jun/18/iran-targets-terrorists-in-missile-strike-on-isis-held-syrian-town; http://www.timesofisrael.com/israeli-sources-iran-missile-strike-a-flop-with-most-missing-target/; http://www.slate.com/blogs/the_slatest/2017/06/18/iran_launches_missile_strikes_targeting_isis_in_syria_escalating_role_in.html; http://www.cnn.com/2017/06/18/middleeast/iran-launches-missiles-into-syria/index.html;,
Iran,121,18-Jun-17,23-Jun-17,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,ISIS base in Northern Syria,,700,Confirmed,Success,,https://www.theguardian.com/world/2017/jun/18/iran-targets-terrorists-in-missile-strike-on-isis-held-syrian-town; http://www.timesofisrael.com/israeli-sources-iran-missile-strike-a-flop-with-most-missing-target/; http://www.slate.com/blogs/the_slatest/2017/06/18/iran_launches_missile_strikes_targeting_isis_in_syria_escalating_role_in.html; http://www.cnn.com/2017/06/18/middleeast/iran-launches-missiles-into-syria/index.html;,
Iran,122,18-Jun-17,23-Jun-17,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,ISIS base in Northern Syria,,700,Confirmed,Success,,https://www.theguardian.com/world/2017/jun/18/iran-targets-terrorists-in-missile-strike-on-isis-held-syrian-town; http://www.timesofisrael.com/israeli-sources-iran-missile-strike-a-flop-with-most-missing-target/; http://www.slate.com/blogs/the_slatest/2017/06/18/iran_launches_missile_strikes_targeting_isis_in_syria_escalating_role_in.html; http://www.cnn.com/2017/06/18/middleeast/iran-launches-missiles-into-syria/index.html;,
Iran,123,18-Jun-17,23-Jun-17,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,ISIS base in Northern Syria,,700,Confirmed,Success,,https://www.theguardian.com/world/2017/jun/18/iran-targets-terrorists-in-missile-strike-on-isis-held-syrian-town; http://www.timesofisrael.com/israeli-sources-iran-missile-strike-a-flop-with-most-missing-target/; http://www.slate.com/blogs/the_slatest/2017/06/18/iran_launches_missile_strikes_targeting_isis_in_syria_escalating_role_in.html; http://www.cnn.com/2017/06/18/middleeast/iran-launches-missiles-into-syria/index.html;,
Iran,124,27-Jul-17,28-Jul-17,,Simorgh,SLV,,Semnan Launch Site,,,35.2347,53.921,Unknown,,,Confirmed,Success,The rocket appears to have worked as planned. It does not appear that a satellite was placed into orbit however. Iran claims that the rocket was launched on a sub-orbital trajectory. It is unclear if this is true or if Iran attempted and failed to place a satellite into orbit as a result of a rocket malfunction.,http://www.latimes.com/world/la-fg-iran-satellite-20170727-story.html; http://www.aljazeera.com/news/2017/07/hits-iran-fresh-sanctions-space-launch-170728180618940.html; https://www.theatlantic.com/news/archive/2017/07/iran-claims-it-launched-a-satellite-carrying-rocket-into-space/535161/; http://abcnews.go.com/International/wireStory/report-iran-successfully-launches-satellite-carrying-rocket-48881650;,
Iran,125,04-Jul-17,12-Oct-18,,Unknown,MRBM,,Unknown,,,Unknown,Unknown,Unknown,,,Confirmed,Success,"Iran did not publicly acknowledge this test at the time. The US condemned the test in a July 28, 2017 joint statement alongside France, Germany, and the UK refering to the missile tested as a ""medium range"" ballistic missile. The specific type however remains unknown.",https://www.state.gov/r/pa/prs/ps/2017/07/272934.htm (archived version available: https://archive.fo/O47DP),
Iran,126,02-Jan-18,30-Jul-18,,Shahab-3,MRBM,,Chabahar Firing Range,,,25.288578,60.64535,Straight of Hormuz,,,Confirmed,Success,"In its letter to the UNSC, Israel described this missile as a ""Shahab-3 variant"". This suggests the test could have been one of several possible missiles. Israel also claimed the missiles tested were ""nuclear capable"". As of July 30, Israel's claim remains the only source for this test. Iran later issued a letter in response to Israel's in which it denied that any of its missiles were nuclear capable but did not deny that the tests took place. In addition, an exact location for this test could not be determined. Iran has not released images of the test making it extremely difficult to verify the exact location. As such, we listed the location as being directly in Chabahar. Readers should interpret this as an approximate location until further information becomes available.",https://undocs.org/S/2018/495; https://undocs.org/S/2018/511; https://www.iranwatch.org/sites/default/files/n1817254.pdf; https://www.un.org/press/en/2018/sc13398.doc.htm; http://www.janes.com/article/80448/israel-says-iran-continues-missile-tests; https://www.jpost.com/Middle-East/Iran-News/Danon-to-Security-Council-Iran-still-testing-ballistic-missiles-558274;,
Iran,127,05-Jan-18,30-Jul-18,,Shahab-1,SRBM,,Lut Desert,,,30.9855,57.90052,Unknown,,,Confirmed,Success,"In its letter to the UNSC, Israel described this missile as a ""Scud variant"". This suggests the test could have been one of several possible missiles. Israel also claimed the missiles tested were ""nuclear capable"". As of July 30, Israel's claim remains the only source for this test. Iran later issued a letter in response to Israel's in which it denied that any of its missiles were nuclear capable but did not deny that the test took place. In addition, an exact location for this test could not be determined. Iran has not released images of the test making it extremely difficult to verify the exact location. Israel's letter claimed the test took place at a ""firing range 110 km north-east of Kerman."" This places the test in the middle of a 51,000 square kilometer desert. Readers should interpret the current placement as an approximate location until further information becomes available.",https://undocs.org/S/2018/495; https://undocs.org/S/2018/511; https://www.iranwatch.org/sites/default/files/n1817254.pdf; https://www.un.org/press/en/2018/sc13398.doc.htm; http://www.janes.com/article/80448/israel-says-iran-continues-missile-tests; https://www.jpost.com/Middle-East/Iran-News/Danon-to-Security-Council-Iran-still-testing-ballistic-missiles-558274;,
Iran,128,01-Oct-18,12-Oct-18,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"Al Bukamal, Syria",,560,Confirmed,Success,"Initial reports suggested there may have been as many as eight or nine missiles launched, two of which failed. Later reports suggest the number was closer to six, with two missile failing. The exact mix of missiles as well remains uncertain. Video of the launches later released shows at least three Zulfiqar launches and possibly at least two Qiam launches. One report suggests two Qiam missiles failed shortly after launch. Images of the Qiam missiles prior to launch appear to depict a new variant of the Qiam missiles, suggesting a new terminal guidance package. At the moment these are simply recorded as Qiam-1 missiles until more information becomes available. The actual mix of missiles may be different than recorded here, these entries may be revised as new information comes to light. In addition, while these are recorded as being launched out of Kermanshah Air Base, the actual launch was conducted at a field a few kilometers North of the base.",https://www.cnn.com/2018/10/01/middleeast/iran-syria-missiles/index.html; https://www.washingtonpost.com/world/middle_east/iran-guard-launches-missiles-into-syria-over-parade-attack/2018/09/30/171810c0-c52d-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.d45edf9b68f8; https://www.mintpressnews.com/iran-launches-ballistic-missiles-syria/250120/;,
Iran,129,01-Oct-18,12-Oct-18,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"Al Bukamal, Syria",,560,Confirmed,Success,,https://www.cnn.com/2018/10/01/middleeast/iran-syria-missiles/index.html; https://www.washingtonpost.com/world/middle_east/iran-guard-launches-missiles-into-syria-over-parade-attack/2018/09/30/171810c0-c52d-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.d45edf9b68f8; https://www.mintpressnews.com/iran-launches-ballistic-missiles-syria/250120/;,
Iran,130,01-Oct-18,12-Oct-18,,Zulfiqar,SRBM,,Kermanshah Air Base,,,34.3458,47.1582,"Al Bukamal, Syria",,560,Confirmed,Success,,https://www.cnn.com/2018/10/01/middleeast/iran-syria-missiles/index.html; https://www.washingtonpost.com/world/middle_east/iran-guard-launches-missiles-into-syria-over-parade-attack/2018/09/30/171810c0-c52d-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.d45edf9b68f8; https://www.mintpressnews.com/iran-launches-ballistic-missiles-syria/250120/;,
